Accession Number,Date Received,ISBN,Author,Title of Book,Edition,Volume,Pages,Publisher,Place of Publication,Year,Program,Location,Call number from Sophia
1216,10/17/17,9781138217614,"Wood, Megan Epler","Sustainable Tourism on a Finite Planet: Environmental, Business and Policy Solutions",,,328,Routledge,United States,2017,BSTM,circulation,G 156.5 S87 E64 2017
1217,10/17/17,9786210201956,"Aquino, David Robert & Cruz, Aristeo",Obligations and Contracts (Aquino & Cruz),,,546,"Central Book Supply, Inc.",Philippines,2016,BSEntrep,Filipiniana,FIL KF 5625.2 A79 2016 c.1
1218,10/17/17,9786210201956,"Aquino, David Robert & Cruz, Aristeo",Obligations and Contracts (Aquino & Cruz),,,546,"Central Book Supply, Inc.",Philippines,2016,BSEntrep,Filipiniana,FIL KF 5625.2 A79 2016 c.2
1219,10/17/17,9786214202355,"Licauco, Cecilia Ramos & Fernandez, Yvette",An Open Book: Thursdays with Nanay Coring,,,108,"Anvil Publishing, Inc.",Philippines,2017,BSEntrep,Filipiniana,F HB 615 L6 2017
1220,10/17/17,9786214202355,"Licauco, Cecilia Ramos & Fernandez, Yvette",An Open Book: Thursdays with Nanay Coring,,,108,"Anvil Publishing, Inc.",Philippines,2017,BSEntrep,Filipiniana,F HB 615 L6 2017
1221,10/17/17,978971236714,"Canete, Elsa",Basic Transfer Pricing,,,426,"REX Printing Company, Inc.",Philippines,2013,BSEntrep,Filipiniana,FIL HF 5416.5 C21 2013
1222,10/17/17,9781680956009,3G ELearning,Entrepreneurship (3G ELearning),,,138,3G ELearning FZ LLC,UAE,2017,BSEntrep,circulation,
1223,10/17/17,9781119095033,"Cooper, Brant & Vlaskovits, Patrick","The Lean Entrepreneur: How Visionaries Create Products, Innovate with New Ventures, and Disrupt Markets",2nd,,199,"John Wiley & Sons, Inc.",United States,2016,BSEntrep,circulation,HB 615 C66 2016
1224,10/17/17,9780062309440,"Blanchard, Ken",Leadership and the One Minute Manager,,,143,William Morrow,United States,2013,BSEntrep,circulation,HD 57.7 B63 2013
1225,10/17/17,9789719925156,"Valencia, Edwin & Roxas, Gregorio",Transfer and Business Taxation: Principles and Laws with Accounting Applications,6th,,622,Valencia Educational Supply,Philippines,2013,BSEntrep,Filipiniana,HJ 2950 V35 2013
1226,10/17/17,9781935589679,American National Standard,A Guide to the Project Management Body of Knowledge,5th,,589,"Project Management Institute, Inc.",United States,2013,BSEntrep,circulation,HD 69.P75 G94 2013
1227,10/17/17,9780273765530,"Eiteman, David et al.",Multinational Business Finance,13th,,656,Pearson Education Limited,England,2013,BSEntrep,circulation,HG 4027 E36 2013
1228,10/17/17,9781118692288,"Aulet, Bill",Disciplined Entrepreneurship: 24 steps to successful startup,,,272,"John Wiley & Sons, Inc.",United States,2013,BSEntrep,circulation,
1229,10/17/17,9780133797190,"Barringer, Bruce & Ireland, R. Duane",Entrepreneurship: Successfully Launching New Ventures,5th,,568,"Pearson Education, Inc.",United States,2016,BSEntrep,circulation,HB 615 B37 2016
1230,10/17/17,9780133797190,"Barringer, Bruce & Ireland, R. Duane",Entrepreneurship: Successfully Launching New Ventures,5th,,568,"Pearson Education, Inc.",United States,2016,BSEntrep,circulation,HB 615 B37 2016
1231,10/17/17,9781599185903,"Glauser, Michael","Main Street Entrepreneur: Build Your Dream Company Doing What You Love, Where You Live",,,216,Entrepreneur Press,United States,2016,BSEntrep,circulation,HD 2341 G55 2016
1232,10/17/17,9789719417996,"Balita, Carl","Entrepreneur in 12 Days: Whole-Brain Literacy to Start, Lead, and Upgrade your Business",,,208,La Limariza Printing Press,Philippines,2016,BSEntrep,circulation,HB 615 B35 2016
1233,10/17/17,9786219545372,"Balita, Lyca Agnes",Entrepreneur in 12 Days: Young People's Guide to Entrepreneurship,,,123,Rdlen's Printing Press,Philippines,2017,BSEntrep,Filipiniana,HB 615 B35 2017
1234,10/17/17,9780128018903,"Shah, Rajiv et al.","Innovation, Entrepreneurship, and the Economy in the US, China, and India: Historical Perspectives and Future Trends",,,390,Academic Press,United Kingdom,2015,BSEntrep,Filipiniana,HF 5343 S53 2015
1235,10/17/17,9780988479708,"Johnson, Kevin","The Entrepreneur Mind: 100 Essentials Beliefs, Characteristics, and Habits of Elite Entrepreneurs",,,254,"Johnson Media, Inc.",United States,2013,BSEntrep,circulation,HB 615 J64 2013
1236,10/17/17,9780988479708,"Johnson, Kevin","The Entrepreneur Mind: 100 Essentials Beliefs, Characteristics, and Habits of Elite Entrepreneurs",,,254,"Johnson Media, Inc.",United States,2013,BSEntrep,circulation,HB 615 J64 2013
1237,10/17/17,9780988479708,"Johnson, Kevin","The Entrepreneur Mind: 100 Essentials Beliefs, Characteristics, and Habits of Elite Entrepreneurs",,,254,"Johnson Media, Inc.",United States,2013,BSEntrep,circulation,HB 615 J64 2013
1238,10/17/17,9780988479708,"Johnson, Kevin","The Entrepreneur Mind: 100 Essentials Beliefs, Characteristics, and Habits of Elite Entrepreneurs",,,254,"Johnson Media, Inc.",United States,2013,BSEntrep,circulation,HB 615 J64 2013
1239,10/17/17,9780199686544,"Spender, J. C.","Business Strategy: Managing Uncertainty, Opportunity and Enterprise",,,314,Oxford University Press,United Kingdom,2014,BSEntrep,circulation,HD 30.28 S64 2014
1240,10/17/17,9780199686544,"Spender, J. C.","Business Strategy: Managing Uncertainty, Opportunity and Enterprise",,,314,Oxford University Press,United Kingdom,2014,BSEntrep,circulation,HD 30.28 S64 2014
1241,10/17/17,9781305867819,"Schneider, Gary",Electronic Commerce (12th edition),12th,,598,Cengage Learning,United States,2017,BSEntrep,circulation,
1242,10/17/17,9781133627302,"Bidgoli, Hossein",MIS3 (Student Edition),,,306,Cengage Learning,United States,2013,BSEntrep,circulation,T 58.6 B58 2013
1243,10/17/17,9789719654117,"Flores, Marivic & Camilar-Serrano, Angelita",Project Management,,,372,"Unlimited Books Library Services & Publishing, Inc.",Philippines,2015,BSEntrep,Filipiniana,HD 69 F63 2015
1244,10/17/17,9788131316757,"Ashraf Ali, Mohd. et al.",Business Organisation,,,311,A.P.H. Publishing Corporation,India,2012,BSEntrep,circulation,HD 58.9 A 39 2012
1245,10/17/17,9780273766131,"Fabozzi, Frank","Bond Markets, Analysis, and Strategies",8th,,741,Pearson Education Ltd.,United States,2013,BSEntrep,circulation,HG 4651 F33 2013
1246,10/17/17,9781498751223,"Butuner, Hakan",Case Studies in Strategic Planning,,,201,CRC Press,United States,2016,BSEntrep,circulation,HD 30.28 B98 2016
1247,10/17/17,9781118582862,"Aaker, David",Strategic Market Management (10th edition),10th,,326,"John Wiley & Sons, Inc.",United States,2014,BSEntrep,circulation,HF 5415.13 A11 2014
1248,10/17/17,9789719905820,"Morales, Jose & Saidali, Margarita",Business Organization: Operations and Management,,,141,"Mindshapers Co., Inc.",Philippines,2014,BSEntrep,Filipiniana,FIL TS 155M82 2014
1249,10/17/17,9789719654711,"San Pedro, Lorma",Operations Research for Business Management,,,216,"Unlimited Books Library Services & Publishing, Inc.",Philippines,2017,BSEntrep,Filipiniana,FIL T 57.6 H54 2017
1250,10/17/17,9780133126143,"Wheelen, Thomas et al.","Strategic Management and Business Policy: Globalization, Innovation and Sustainability",14th,,357,"Pearson Education, Inc.",United States,2015,BSEntrep,circulation,HD 30.28 W56 2015
1251,10/17/17,9789718161944,"Kong, Francis",Leadership that Matters,,,152,"ABSCBN Publishing, Inc.",Philippines,2017,BSEntrep,Filipiniana,HD 57.7 K82 2017
1252,10/17/17,9786218047068,"Carvajal, Richard",The Millennionaire: Becoming the Next Millenial Millionaire,,,161,"Media Touchstone Ventures, Inc.",Philippines,2017,BSEntrep,Filipiniana,HD 57.7 C33 2017
1253,10/17/17,9780062273123,"Vaynerchuk, Gary","AskGaryVee: One Entrepreneurship's Take on Leadership, Social Media & Self-Awareness",,,362,Harper Business,United States,2016,BSEntrep,circulation,
1254,10/17/17,9780631218616,"Hitt, Michael et al.",The Blackwell Handbook of Strategic Management,,,716,Blackwell Publishing,United States,2005,BSEntrep,circulation,REF HD 30.28 B53 2005
1255,10/17/17,9780273757870,"Jelassi, Tawfik et al.",Strategies for E-Businesas: Creating value through electronic and mobile commerce,3rd,,733,Pearson Education Ltd.,United Kingdom,2014,BSEntrep,circulation,HF 5548.32 J48 2014
1256,10/17/17,9789814646086,"Cateora, Philip et al.",International Marketing (16th edition),16th,,638,McGraw-Hill Education,United States,2015,BSEntrep,circulation,HF 1416 C38 2015
1257,10/17/17,9789814646086,"Cateora, Philip et al.",International Marketing (16th edition),16th,,638,McGraw-Hill Education,United States,2015,BSEntrep,circulation,HF 1416 C38 2015
1258,10/17/17,9781305507272,"Hoyer, Wayne et al.",Consumer Behavior (7th edition),7th,,521,Cengage Learning,United States,2018,BSEntrep,circulation,
1259,10/17/17,9781259232541,"Mothersbaugh, David & Hawkins, Del",Consumer Behavior: Building Marketing Strategy (13th edition),13th,,786,McGraw-Hill Education,United States,2016,BSEntrep,circulation,HF 5415.36.U6 M91 2016
1260,10/17/17,9780137066735,"Malhotra, Naresh",Essentials of Marketing Research: A Hands-On Orientation,,,408,"Pearson Education, Inc.",United States,2015,BSEntrep,circulation,HF 5415.2 M24 2015
1261,10/17/17,9781305263475,"Babin, Barry & Zikmund, William",Essentials of Marketing Research (6th edition),6th,,494,Cengage Learning,United States,2016,BSEntrep,circulation,HF 5415.2 B11 2016
1262,10/17/17,9781493943159,"Ireland, Tracey & Schofield, John",The Ethics of Cultural Heritage,,,219,Springer Science+ Business Media,New York,2015,BSTM,circulation,CC 155 E34 2015
1263,10/17/17,9780133449099,"Goldsby, Thomas et al.","The Definitive Guide to Transportation: Principles, Strategies, and Decisions for the Effective Flow of Goods and Services",,,239,Pearson Education Ltd.,United States,2014,BSTM,circulation,
1264,10/17/17,9780133449099,"Goldsby, Thomas et al.","The Definitive Guide to Transportation: Principles, Strategies, and Decisions for the Effective Flow of Goods and Services",,,239,Pearson Education Ltd.,United States,2014,BSTM,circulation,
1265,10/17/17,9780471687894,"Jagels, Martin",Hospitality Management Accounting (9th edition),9th,,596,"John Wiley & Sons, Inc.",Canada,2007,BSTM,circulation,HF 5686.H75 J34 2007 c.4
1266,10/18/17,9780134167404,"Burns, Alvin et al.",Marketing Research (8th edition),8th,,459,"Pearson Education, Inc.",United States,2017,BSEntrep,circulation,HD 5417.2 B96 2017
1267,10/18/17,9789712362620,"Corpuz, Crispina",Human Resource Management (3rd edition),3rd,,294,"REX Book Store, Inc.",Philippines,2013,BSEntrep,Filipiniana,TX 911.3 P4C67 2013
1268,10/18/17,9789712362620,"Corpuz, Crispina",Human Resource Management (3rd edition),3rd,,294,"REX Book Store, Inc.",Philippines,2013,BSEntrep,Filipiniana,TX 911.3 P4C67 2013
1269,10/18/17,9789719801382,"Zarate, Cynthia",Human Resource Management (Zarate),,,237,"C&E Publishing, Inc.",Philippines,2014,BSEntrep,Filipiniana,
1270,10/18/17,9781111824624,"Bohlander, George & Snell, Scott",Principles of Human Resource Management (International Edition),16th,,787,Cengage Learning,United States,2013,BSEntrep,circulation,HF 5549 B67 2013
1271,10/18/17,9780618527861,"Fisher, Cynthia et al.",Human Resource Management (Fisher),6th,,819,Houghton Mifflin Company,United States,2006,BSEntrep,circulation,HF 5549 F53 2006
1272,10/18/17,9789814624145,"Weiers, Ronald",Introduction to Business Statistics (7th edition),7th,,806,Cengage Learning Asia Pte. Ltd.,Singapore,2015,BSEntrep,circulation,HF 1017 W41 2014 c.1
1273,10/18/17,9789814624145,"Weiers, Ronald",Introduction to Business Statistics (7th edition),7th,,806,Cengage Learning Asia Pte. Ltd.,Singapore,2015,BSEntrep,circulation,HF 1017 W41 2014 c.2
1274,10/18/17,9781483306933,"Kavanagh, Michael et al.","Human Resource Information Systems: Basic, Applications, and Future Directions",3rd,,632,"SAGE Publications, Inc.",United States,2015,BSEntrep,circulation,HF 5549.5.D37 H91 2015 c.1
1275,10/18/17,9781483306933,"Kavanagh, Michael et al.","Human Resource Information Systems: Basic, Applications, and Future Directions",3rd,,632,"SAGE Publications, Inc.",United States,2015,BSEntrep,circulation,HF 5549.5.D37 H91 2015 c.2
1276,10/18/17,9789814626347,"Hair, Jr. Joseph et al.",Essentials of Marketing Research (3rd edition),3rd,,414,McGraw-Hill Education,United States,2013,BSEntrep,circulation,
1277,10/18/17,9780134181981,"Heizer, Jay et al.",Principles of Operations Management: Sustainability and Supply Chain Management,10th,,674,"Pearson Education, Inc.",United States,2017,BSEntrep,circulation,TS 155 R39 2017 c.1
1278,10/18/17,9781259544309,"Swink, Morgan et al.",Managing Operations across the Supply Chain,3rd,,610,McGraw-Hill Education,United States,2017,BSEntrep,circulation,HD 38.5 M84 2017
1279,10/18/17,9789814416511,"DuBrin, Andrew",Introduction to Management (Philippine Edition),9th,,703,Cengage Learning Asia Pte. Ltd.,Singapore,2012,BSEntrep,circulation,
1280,10/18/17,9780399564376,"McGinnis, Patrick",The 10% Entrepreneur: Live Your Startup Dream Without Quitting Your Day Job,,,226,Portfolio/Penguin,New York,2016,BSEntrep,circulation,HD 62.5 M34 2016
1281,10/18/17,9780399174834,"Buelow, Beth",The Introvert Entrepreneur: Amplify Your Strengths and Create Success on Your Own Terms,,,260,Perigee,New York,2015,BSEntrep,circulation,HB 615 B48 2015
1282,10/18/17,9780133872293,"Parkin, Michael",Microeconomics (12th edition),12th,,488,"Pearson Education, Inc.",United States,2016,BSEntrep,circulation,HB 171.5 P37 2016 c.1
1283,10/18/17,9780631218616,"Hitt, Michael et al.",The Blackwell Handbook of Strategic Management,,,716,Blackwell Publishing,United States,2005,BSEntrep,circulation,REF HD 30.28 B53 2005
1284,10/18/17,9789814714884,"Brewer, Peter et al.",Introduction to Managerial Accounting (7th edition),7th,,648,McGraw-Hill Education,United States,2016,BSEntrep,circulation,HF 5657.4 B74 2016
1285,10/18/17,9781680956009,3G ELearning,Entrepreneurship (3G ELearning),,,138,3G ELearning FZ LLC,UAE,2017,BSEntrep,circulation,
1286,10/19/17,9786214150045,"Padilla, Reynaldo",Business Ethics and Social Responsibility,,,190,JFS Publishing Services,Philippines,2016,BSEntrep,circulation,FIL HF 5387 P12 2016 c.1
1287,10/19/17,9786214150045,"Padilla, Reynaldo",Business Ethics and Social Responsibility,,,190,JFS Publishing Services,Philippines,2016,BSEntrep,circulation,FIL HF 5387 P12 2016 c.2
1288,10/19/17,9789813150256,"Borjas, George",Labor Economics (7th edition),7th,,569,McGraw-Hill Education,United States,2016,BSEntrep,circulation,HD 4901 B73 2016
1289,10/19/17,9789813150256,"Borjas, George",Labor Economics (7th edition),7th,,569,McGraw-Hill Education,United States,2016,BSEntrep,circulation,HD 4901 B73 2016
1290,10/19/17,9780078023859,"Pagnattaro, Marisa Anne et al.",The Legal and Regulatory Environment of Business,17th,,770,McGraw-Hill Education,United States,2016,BSEntrep,circulation,KF 1600 P13 2006 c.1
1291,10/19/17,9780078023859,"Pagnattaro, Marisa Anne et al.",The Legal and Regulatory Environment of Business,17th,,770,McGraw-Hill Education,United States,2016,BSEntrep,circulation,KF 1600 P13 2006 c.2
1292,10/19/17,9781308546629,McGraw-Hill,Business Communication,,,281,McGraw-Hill Education,Philippines,2015,BSEntrep,circulation,HF 5721 B98 2015 c.1
1293,10/19/17,9781308546629,McGraw-Hill,Business Communication,,,281,McGraw-Hill Education,Philippines,2015,BSEntrep,circulation,HF 5721 B98 2015 c.2
1294,10/19/17,9781308546629,McGraw-Hill,Business Communication,,,281,McGraw-Hill Education,Philippines,2015,BSEntrep,circulation,HF 5721 B98 2015 c.3
1295,10/19/17,9781259073571,"Williams, Jan et al.",Financial Accounting (15th edition),15th,,719,McGraw-Hill/Irwin,United States,2013,BSEntrep,circulation,HF 5635 F49 2013
1296,10/19/17,9789719803898,"Penacilla, Isaias & Dacillo, Garry",Quantitative Business Management Techniques: Operations Research for College Students in Management Service,,,208,"C&E Publishing, Inc.",Philippines,2016,BSEntrep,circulation,FIL HD 30.25 P39 2016 c.1
1297,10/19/17,9781121889897,McGraw-Hill,International Business,,,320,McGraw-Hill Education,Philippines,2013,BSEntrep,circulation,HD 62.4 I61 2013
1298,10/19/17,9789813150317,"Desjardins, Joseph",An Introduction to Business Ethics (5th edition),5th,,290,McGraw-Hill Education,United States,2014,BSEntrep,circulation,
1299,10/19/17,9780195114331,"Winfrey, John",Social Issues: The Ethics and Economics of Taxes and Public Programs,,,216,Oxford University Press,United States,1998,BSEntrep,circulation,H 97 W76 1998 c.1
1300,10/19/17,9780195114331,"Winfrey, John",Social Issues: The Ethics and Economics of Taxes and Public Programs,,,216,Oxford University Press,United States,1998,BSEntrep,circulation,H 97 W76 1998 c.2
1301,10/19/17,9780814417836,"Belker, Loren et al.",The First-Time Manager,6th,,232,American Management Association,United States,2012,BSEntrep,circulation,
1302,10/19/17,9780814417836,"Belker, Loren et al.",The First-Time Manager,6th,,232,American Management Association,United States,2012,BSEntrep,circulation,
1303,10/19/17,9781626343535,"Ward, James","New Directions: Successful Strategies for Career, the Workplace, and Personal Growth",,,189,Greenleaf Book Group Press,United States,2017,BSEntrep,circulation,HF 5381 W37 2017
1304,10/19/17,9781626343535,"Ward, James","New Directions: Successful Strategies for Career, the Workplace, and Personal Growth",,,189,Greenleaf Book Group Press,United States,2017,BSEntrep,circulation,HF 5381 W37 2017
1305,10/19/17,9781422104064,"Elkington, John & Hartigan, Pamela",The Power of Unreasonable People: How Social Entrepreneurs Create Markets that Change the World,,,242,Harvard Business Press,United States,2008,BSEntrep,circulation,HD 60 E45 2008
1306,10/19/17,9780205272945,"Borisoff, Deborah & Victor, David",Conflict Management: A Communication Skills Approach,2nd,,247,Allyn & Bacon,United States,1998,BSEntrep,circulation,HM 136 B73 1998 c.1
1307,10/19/17,9781413322736,"Guerin, Lisa",The Essential Guide to Workplace Investigations: A Step-by-Step Guide to Handling Employee Complaints & Problems,4th,,438,NOLO,United States,2016,BSEntrep,circulation,HF 5549.5.E43 G93 2016 c.1
1308,10/19/17,9781413322736,"Guerin, Lisa",The Essential Guide to Workplace Investigations: A Step-by-Step Guide to Handling Employee Complaints & Problems,4th,,438,NOLO,United States,2016,BSEntrep,circulation,HF 5549.5.E43 G93 2016 c.2
1309,10/19/17,9789712378461,"Ilano, A. B.",Principles of Marketing (1st edition),1st,,342,"REX Book Store, Inc.",Philippines,2016,BSEntrep,Filipiniana,
1310,10/19/17,9789712378461,"Ilano, A. B.",Principles of Marketing (1st edition),1st,,342,"REX Book Store, Inc.",Philippines,2016,BSEntrep,Filipiniana,
1311,10/19/17,9786214200146,"Avila-Bato, Ma. Jesusa et al.",Microeconomics: Simplified (Avila-Bato),,,227,"Anvil Publishing, Inc.",Philippines,2016,BSEntrep,Filipiniana,FIL HB 172 B33 2016
1312,10/19/17,9786214200146,"Avila-Bato, Ma. Jesusa et al.",Microeconomics: Simplified (Avila-Bato),,,227,"Anvil Publishing, Inc.",Philippines,2016,BSEntrep,Filipiniana,FIL HB 172 B33 2016
